cause_id,acause,cause_name,cause_medium,cause_short,cause_description,cause_id_2010_gbd_round,start_date,end_date,date_inserted,inserted_by,last_updated,last_updated_by,last_updated_action
1128,cong_heart_moderate,"Moderately complex congenital heart disease","Congenital heart moderate","Cong heart moderate",,NULL,"2023-01-18 16:17:13",NULL,"2023-01-18 16:17:13",she_prod_api,"2023-01-18 16:17:13",she_prod_api,INSERT
1129,cong_heart_high,"High complexity congenital heart disease, not single ventricle","Congenital heart high","Cong heart high",,NULL,"2023-01-18 16:17:27",NULL,"2023-01-18 16:17:27",she_prod_api,"2023-01-18 16:17:27",she_prod_api,INSERT
1130,cong_other_epiderm,"Congenital Epidermolysis bullosa","Congenital Epidermolysis bullosa","Cong epidermolysis",,NULL,"2023-01-18 16:17:39",NULL,"2023-01-18 16:17:39",she_prod_api,"2023-01-18 16:17:39",she_prod_api,INSERT
1131,hemog_alpha_thalass,"Thalassemia - Alpha Thalassemia","Thalassemia Alpha","Thalass A",,NULL,"2023-01-18 16:17:51",NULL,"2023-01-18 16:17:51",she_prod_api,"2023-01-18 16:17:51",she_prod_api,INSERT
1132,hemog_beta_thalass_mj_i,"Thalassemia - Beta thalassemia (major and intermedia)","Thalassemia Beta major","Thalass B Maj",,NULL,"2023-01-18 16:18:03",NULL,"2023-01-18 16:18:03",she_prod_api,"2023-01-18 16:18:03",she_prod_api,INSERT
1133,hemog_beta_thalass_mi_t,"Thalassemia - Beta thalassemia (minor/ trait)","Thalassemia Beta minor","Thalass B Min",,NULL,"2023-01-18 16:18:15",NULL,"2023-01-18 16:18:15",she_prod_api,"2023-01-18 16:18:15",she_prod_api,INSERT
1134,hemog_e_beta_thalass_mi_t,"Thalassemia - E-beta thalassemia","Thalassemia E Beta","Thalass E Beta",,NULL,"2023-01-18 16:18:28",NULL,"2023-01-18 16:18:28",she_prod_api,"2023-01-18 16:18:28",she_prod_api,INSERT
1135,hemog_sickle_ss,"Sickle cell disorders - Homozygous sickle cell disease (SS)","Sickle cell disorders homozygous","Sickle cell SS",,NULL,"2023-01-18 16:18:42",NULL,"2023-01-18 16:18:42",she_prod_api,"2023-01-18 16:18:42",she_prod_api,INSERT
1136,hemog_sickle_sc,"Sickle cell disorders - Hemoglobin SC disease (SC)","Sickle cell disorders Hemoglobin SC","Sickle cell SC",,NULL,"2023-01-18 16:18:55",NULL,"2023-01-18 16:18:55",she_prod_api,"2023-01-18 16:18:55",she_prod_api,INSERT
1137,hemog_sickle_sbeta,"Sickle cell disorders - Hemoglobin S-beta thalassemia (Sbeta)","Sickle cell disorders Hemoglobin S-beta","Sickle cell S-beta",,NULL,"2023-01-18 16:19:08",NULL,"2023-01-18 16:19:08",she_prod_api,"2023-01-18 16:19:08",she_prod_api,INSERT
1138,hemog_sickle_scd_other,"Sickle cell disorders - Other SCD","Sickle cell disorders other SCD","Sickle cell SCD",,NULL,"2023-01-18 16:19:21",NULL,"2023-01-18 16:19:21",she_prod_api,"2023-01-18 16:19:21",she_prod_api,INSERT
1139,hemog_acq_her,"Hemolytic anemia (acquired and hereditary)","Hemolytic anemia","Hemog anemia",,NULL,"2023-01-18 16:19:34",NULL,"2023-01-18 16:19:34",she_prod_api,"2023-01-18 16:19:34",she_prod_api,INSERT
1140,cong_cleft_palate,"Cleft palate","Congenital cleft palate","Cong cleft palate","Created for the GBD 2022 round",NULL,"2023-03-03 17:01:18",NULL,"2023-03-03 17:01:18",she_prod_api,"2023-03-03 17:01:18",she_prod_api,INSERT
1141,cong_cleft_lippalate,"Cleft palate with cleft lip","Congenital cleft palate with cleft lip","Cong cleft lip","Created for the GBD 2022 round",NULL,"2023-03-03 17:01:47",NULL,"2023-03-03 17:01:47",she_prod_api,"2023-03-03 17:01:47",she_prod_api,INSERT
1142,neuro_huntington,"Huntington's Disease",Huntington's,Huntington,"Secret cause created for gbd round 9",NULL,"2023-06-30 21:53:37",NULL,"2023-06-30 21:53:37",she_prod_api,"2023-06-30 21:53:37",she_prod_api,INSERT
1143,neuro_myasthenia,"Myasthenia gravis",Myasthenia,Myasthenia,"New secret cause created for gbd round 9",NULL,"2023-06-30 21:54:00",NULL,"2023-06-30 21:54:00",she_prod_api,"2023-06-30 21:54:00",she_prod_api,INSERT
